"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H8142","005","Local CCP","HMO","No","SCOTT AND WHITE HEALTH PLAN","Scott and White Health Plan","SeniorCare Advantage Preferred (HMO)","Baylor Scott & White Holdings","01/01/2018","1199"
"H8142","006","Local CCP","HMO","No","SCOTT AND WHITE HEALTH PLAN","Scott and White Health Plan","SeniorCare Advantage Premium (HMO)","Baylor Scott & White Holdings","01/01/2018","434"
"H8145","003","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-003 (PFFS)","Humana Inc.","01/01/2011","4721"
"H8145","004","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-004 (PFFS)","Humana Inc.","01/01/2011","2816"
"H8145","006","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-006 (PFFS)","Humana Inc.","01/01/2011","8628"
"H8145","008","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-008 (PFFS)","Humana Inc.","01/01/2011","718"
"H8145","011","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-011 (PFFS)","Humana Inc.","01/01/2011","1674"
"H8145","021","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-021 (PFFS)","Humana Inc.","01/01/2011","2436"
"H8145","032","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-032 (PFFS)","Humana Inc.","01/01/2011","1720"
"H8145","042","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-042 (PFFS)","Humana Inc.","01/01/2011","2703"
"H8145","050","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-050 (PFFS)","Humana Inc.","01/01/2011","411"
"H8145","051","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-051 (PFFS)","Humana Inc.","01/01/2011","353"
"H8145","052","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-052 (PFFS)","Humana Inc.","01/01/2011","3863"
"H8145","055","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-055 (PFFS)","Humana Inc.","01/01/2011","2660"
"H8145","061","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-061 (PFFS)","Humana Inc.","01/01/2011","673"
"H8145","063","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-063 (PFFS)","Humana Inc.","01/01/2011","3354"
"H8145","069","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-069 (PFFS)","Humana Inc.","01/01/2011","4542"
"H8145","075","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-075 (PFFS)","Humana Inc.","01/01/2011","450"
"H8145","084","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-084 (PFFS)","Humana Inc.","01/01/2011","1777"
"H8145","087","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-087 (PFFS)","Humana Inc.","01/01/2011","764"
"H8145","089","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-089 (PFFS)","Humana Inc.","01/01/2011","1436"
"H8145","091","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-091 (PFFS)","Humana Inc.","01/01/2011","1096"
"H8145","103","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-103 (PFFS)","Humana Inc.","01/01/2011","318"
"H8145","108","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-108 (PFFS)","Humana Inc.","01/01/2011","749"
"H8145","120","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-120 (PFFS)","Humana Inc.","01/01/2011","1557"
"H8145","121","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-121 (PFFS)","Humana Inc.","01/01/2011","1617"
"H8145","122","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-122 (PFFS)","Humana Inc.","01/01/2011","1718"
"H8145","123","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-123 (PFFS)","Humana Inc.","01/01/2011","2590"
"H8145","125","PFFS","PFFS","Yes","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-125 (PFFS)","Humana Inc.","01/01/2011","2255"
"H8145","126","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-126 (PFFS)","Humana Inc.","01/01/2011","4061"
"H8145","155","PFFS","PFFS","No","HUMANA INSURANCE COMPANY","Humana","Humana Gold Choice H8145-155 (PFFS)","Humana Inc.","01/01/2011","518"
"H8170","001","Local CCP","HMO","Yes","AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.","America's 1st Choice of South Carolina","AFC Care Rx (HMO)","Anthem Inc.","01/01/2015","359"
"H8170","002","Local CCP","HMO","Yes","AMERICA'S 1ST CHOICE OF SOUTH CAROLINA, INC.","America's 1st Choice of South Carolina","AFC Special Care Rx (HMO SNP)","Anthem Inc.","01/01/2015","157"
"H8189","001","Local CCP","HMO","Yes","MANAGED HEALTH SERVICES, WISCONSIN","Allwell","Allwell Dual Medicare (HMO SNP)","Centene Corporation","01/01/2008","1382"
"H8197","001","Demo","Medicare-Medicaid Plan HMO","Yes","MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,","03/01/2015","11634"
"H8211","001","Local CCP","Local PPO","Yes","MAMSI LIFE AND HEALTH INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice Plan 1 (PPO)","UnitedHealth Group, Inc.","01/01/2018","999"
"H8211","002","Local CCP","Local PPO","Yes","MAMSI LIFE AND HEALTH INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice Plan 2 (PPO)","UnitedHealth Group, Inc.","01/01/2018","272"
"H8211","003","Local CCP","Local PPO","Yes","MAMSI LIFE AND HEALTH INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice Plan 1 (PPO)","UnitedHealth Group, Inc.","01/01/2018","1148"
"H8211","004","Local CCP","Local PPO","Yes","MAMSI LIFE AND HEALTH INSURANCE COMPANY","UnitedHealthcare","AARP MedicareComplete Choice Plan 2 (PPO)","UnitedHealth Group, Inc.","01/01/2018","464"
"H8213","001","Demo","Medicare-Medicaid Plan HMO","Yes","SELECT HEALTH OF SOUTH CAROLINA, INC.","FIRST CHOICE VIP CARE PLUS","First Choice VIP Care Plus (Medicare-Medicaid Plan)","Independence Health Group, Inc.","02/01/2015","7341"
"H8258","001","Demo","Medicare-Medicaid Plan HMO","Yes","LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY","L.A. Care Cal MediConnect Plan","L.A. Care Cal MediConnect Plan (Medicare-Medicaid Plan)","Local Initiative Health Authority for LA County","04/01/2014","16071"
"H8280","001","Local CCP","HMO","Yes","BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC.","Bright Health","Bright Advantage (HMO)","Bright Health, Inc.","01/01/2018","31"
"H8280","002","Local CCP","HMO","Yes","BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC.","Bright Health","Bright Advantage Plus (HMO)","Bright Health, Inc.","01/01/2018","26"
"H8280","003","Local CCP","HMOPOS","Yes","BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC.","Bright Health","Bright Advantage Choice (HMO-POS)","Bright Health, Inc.","01/01/2018","*"
"H8280","004","Local CCP","HMOPOS","Yes","BRIGHT HEALTH INSURANCE COMPANY OF ALABAMA, INC.","Bright Health","Bright Advantage Choice Plus (HMO-POS)","Bright Health, Inc.","01/01/2018","*"
"H8298","001","Local CCP","HMO","Yes","HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey","Horizon NJ TotalCare (HMO SNP)","Horizon Healthcare Services, Inc.","01/01/2017","11823"
"H8423","001","Demo","Medicare-Medicaid Plan HMO","Yes","HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.","Cigna-HealthSpring CarePlan","Cigna-HealthSpring CarePlan (Medicare-Medicaid Plan)","CIGNA","03/01/2015","2042"
"H8424","001","National PACE","National PACE","Yes","SIOUXLAND PACE, INC.","SIOUXLAND PACE, INC.","Siouxland PACE, INC (PACE)","Iowa Health System","08/01/2008","188"
"H8424","002","National PACE","National PACE","Yes","SIOUXLAND PACE, INC.","SIOUXLAND PACE, INC.","Siouxland PACE, INC (PACE)","Iowa Health System","08/01/2008","*"
"H8432","002","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue Dual Advantage (HMO SNP)","Anthem Inc.","01/01/2014","4033"
"H8432","005","Local CCP","HMOPOS","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue Choice (HMO-POS)","Anthem Inc.","01/01/2014","65"
"H8432","006","Local CCP","HMOPOS","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue Choice (HMO-POS)","Anthem Inc.","01/01/2014","*"
"H8432","007","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Dual Advantage (HMO SNP)","Anthem Inc.","01/01/2014","6102"
"H8432","008","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","24178"
"H8432","009","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","6507"
"H8432","010","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","6488"
"H8432","011","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","9187"
"H8432","012","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Core (HMO)","Anthem Inc.","01/01/2014","391"
"H8432","013","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","3228"
"H8432","014","Local CCP","HMOPOS","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Choice (HMO-POS)","Anthem Inc.","01/01/2014","329"
"H8432","015","Local CCP","HMOPOS","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Choice (HMO-POS)","Anthem Inc.","01/01/2014","213"
"H8432","016","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Select (HMO)","Anthem Inc.","01/01/2014","901"
"H8432","017","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","339"
"H8432","018","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Dual Advantage (HMO SNP)","Anthem Inc.","01/01/2014","605"
"H8432","027","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Select (HMO)","Anthem Inc.","01/01/2014","3397"
"H8432","028","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Dual Advantage Select (HMO SNP)","Anthem Inc.","01/01/2014","3621"
"H8432","031","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue Plus (HMO)","Anthem Inc.","01/01/2014","1238"
"H8432","032","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Select (HMO)","Anthem Inc.","01/01/2014","197"
"H8432","033","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue Select (HMO)","Anthem Inc.","01/01/2014","225"
"H8432","801","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","802","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","803","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","804","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","260"
"H8432","805","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","75"
"H8432","806","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","807","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","808","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","809","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","810","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","811","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","812","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","813","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","814","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","815","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Anthem MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","816","Local CCP","HMO","No","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8432","817","Local CCP","HMO","Yes","EMPIRE HEALTHCHOICE HMO, INC.","Empire BlueCross BlueShield","Empire MediBlue (HMO)","Anthem Inc.","01/01/2014","*"
"H8452","001","Demo","Medicare-Medicaid Plan HMO","Yes","CARESOURCE","CareSource MyCare Ohio","CareSource MyCare Ohio (Medicare-Medicaid Plan)","CareSource Management Group Co.","05/01/2014","19474"
"H8457","001","Local CCP","HMO","Yes","LONGEVITY HEALTH PLAN OF NEW YORK, INC.","Longevity Health Plan","Longevity Health Plan (HMO SNP)","Longevity Health Founders, LLC","01/01/2019","321"
"H8490","001","Demo","Medicare-Medicaid Plan HMO","Yes","VNS CHOICE","VNSNY CHOICE FIDA Complete","VNSNY CHOICE FIDA Complete (Medicare-Medicaid Plan)","Visiting Nurse Service of New York","01/01/2015","1065"
"H8506","001","Local CCP","HMO","Yes","MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda Health HMO (HMO)","Moda Partners, Inc.","01/01/2015","554"
"H8506","002","Local CCP","HMO","No","MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda Health HMO Basic (HMO)","Moda Partners, Inc.","01/01/2015","*"
"H8506","003","Local CCP","HMO","Yes","MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda Health HMO Enhanced + RX (HMO)","Moda Partners, Inc.","01/01/2015","*"
"H8552","020","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem MediBlue Access (PPO)","Anthem Inc.","01/01/2012","2962"
"H8552","028","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem MediBlue ESRD (PPO SNP)","Anthem Inc.","01/01/2012","957"
"H8552","801","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","3513"
"H8552","802","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","803","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","805","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","806","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","807","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","808","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","809","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","810","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","811","Local CCP","Local PPO","Yes","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","812","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8552","813","Local CCP","Local PPO","No","ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY","Anthem Blue Cross Life and Health Insurance Co.","Anthem Medicare Preferred (PPO)","Anthem Inc.","01/01/2012","*"
"H8554","001","Local CCP","HMO","Yes","GHS INSURANCE COMPANY","Blue Cross and Blue Shield of Texas","Blue Cross Medicare Advantage Value (HMO)","Health Care Service Corporation","01/01/2014","684"
"H8578","001","Local CCP","HMO","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Premium (HMO)","Baystate Health, Inc.","01/01/2009","2921"
"H8578","003","Local CCP","HMO","No","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Premium No Rx (HMO)","Baystate Health, Inc.","01/01/2009","153"
"H8578","004","Local CCP","HMO","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Plus (HMO)","Baystate Health, Inc.","01/01/2009","3531"
"H8578","009","Local CCP","HMO","No","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Basic No Rx (HMO)","Baystate Health, Inc.","01/01/2009","187"
"H8578","012","Local CCP","HMO","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Value (HMO)","Baystate Health, Inc.","01/01/2009","1803"
"H8578","016","Local CCP","HMOPOS","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Select (HMO-POS)","Baystate Health, Inc.","01/01/2009","54"
"H8578","801","Local CCP","HMOPOS","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","Health New England Medicare Employer Group RX (HMO-POS)","Baystate Health, Inc.","01/01/2009","467"
"H8578","802","Local CCP","HMOPOS","No","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","HNE Medicare Employer Group Calendar (HMO-POS)","Baystate Health, Inc.","01/01/2009","*"
"H8578","803","Local CCP","HMOPOS","Yes","HEALTH NEW ENGLAND, INC.","Health New England Medicare Advantage Plans","HNE Medicare Employer Group Non-Calendar (HMO-POS)","Baystate Health, Inc.","01/01/2009","*"
"H8597","001","Local CCP","HMO","Yes","AETNA BETTER HEALTH OF TEXAS INC.","Aetna Medicare","Aetna Medicare Dual Core (HMO SNP)","CVS Health Corporation","01/01/2019","11"
"H8597","002","Local CCP","HMO","Yes","AETNA BETTER HEALTH OF TEXAS INC.","Aetna Medicare","Aetna Medicare Dual Core (HMO SNP)","CVS Health Corporation","01/01/2019","12"
"H8604","010","Local CCP","Local PPO","Yes","THP INSURANCE COMPANY","The Health Plan","The Health Plan SecureChoice - Option II (PPO)","The Health Plan of West Virginia, Inc.","01/01/2008","412"
"H8604","011","Local CCP","Local PPO","Yes","THP INSURANCE COMPANY","The Health Plan","The Health Plan SecureChoice - Option II (PPO)","The Health Plan of West Virginia, Inc.","01/01/2008","1018"
"H8604","013","Local CCP","Local PPO","Yes","THP INSURANCE COMPANY","The Health Plan","The Health Plan SecureChoice Capitol Plan (PPO)","The Health Plan of West Virginia, Inc.","01/01/2008","298"
"H8604","801","Local CCP","Local PPO","Yes","THP INSURANCE COMPANY","The Health Plan","The Health Plan SecureChoice - Employer (PPO)","The Health Plan of West Virginia, Inc.","01/01/2008","36"
"H8634","002","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage Choice Plus (PPO)","Health Care Service Corporation","01/01/2014","1107"
"H8634","003","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage Choice Plus (PPO)","Health Care Service Corporation","01/01/2014","5425"
"H8634","004","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage Choice Premier (PPO)","Health Care Service Corporation","01/01/2014","3665"
"H8634","801","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","83"
"H8634","803","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","*"
"H8634","805","Local CCP","Local PPO","No","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","*"
"H8634","807","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","76"
"H8634","809","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","*"
"H8634","811","Local CCP","Local PPO","No","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","BlueCross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","*"
"H8634","813","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","2269"
"H8634","815","Local CCP","Local PPO","Yes","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","4584"
"H8634","817","Local CCP","Local PPO","No","HEALTH CARE SERVICE CORPORATION","Blue Cross and Blue Shield of IL, NM","Blue Cross Medicare Advantage (PPO)","Health Care Service Corporation","01/01/2014","*"
"H8649","003","Local CCP","HMO","Yes","AETNA HEALTH OF UTAH, INC","Aetna Medicare","Aetna Advantra (HMO)","CVS Health Corporation","01/01/2008","4858"
"H8649","008","Local CCP","HMO","Yes","AETNA HEALTH OF UTAH, INC","Aetna Medicare","Aetna Advantra Select (HMO)","CVS Health Corporation","01/01/2008","1804"
"H8649","801","Local CCP","HMO","Yes","AETNA HEALTH OF UTAH, INC","Aetna Medicare","Altius Advantra Emp Calendar Year (HMO)","CVS Health Corporation","01/01/2008","*"
"H8649","803","Local CCP","HMO","No","AETNA HEALTH OF UTAH, INC","Aetna Medicare","Altius Advantra Emp MA Only (HMO)","CVS Health Corporation","01/01/2008","*"
"H8655","004","National PACE","National PACE","Yes","INNOVAGE VIRGINIA PACE II, LLC","InnovAge Virginia PACE - Richmond and Peninsula","Riverside PACE Dual (PACE)","Total Community Options, Inc.","02/01/2008","408"
"H8655","005","National PACE","National PACE","Yes","INNOVAGE VIRGINIA PACE II, LLC","InnovAge Virginia PACE - Richmond and Peninsula","Riverside PACE Medicare ONLY (PACE)","Total Community Options, Inc.","02/01/2008","*"
"H8677","001","Demo","Medicare-Medicaid Plan HMO","Yes","MOLINA HEALTHCARE OF CALIFORNIA","Molina Healthcare of California","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,","04/01/2014","7720"
"H8677","002","Demo","Medicare-Medicaid Plan HMO","Yes","MOLINA HEALTHCARE OF CALIFORNIA","Molina Healthcare of California","Molina Dual Options (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,","04/01/2014","1926"
