Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
S4802,87,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,88,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,89,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,90,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,91,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,92,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,93,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,94,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,95,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,96,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,97,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Classic (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,98,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,99,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,100,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,101,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,102,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,103,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,104,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,105,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,106,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,107,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,108,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,109,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,110,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,111,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,112,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,113,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,114,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,115,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,116,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,118,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,119,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,120,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,121,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,122,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,123,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,125,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,127,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,128,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,129,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,130,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,132,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,133,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,134,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,135,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,136,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,137,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,138,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,139,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,140,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,141,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,142,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,143,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,144,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,145,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,146,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,147,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,148,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,149,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,150,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,151,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,152,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,153,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,154,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,155,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,156,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,157,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,158,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,159,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,160,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,161,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,162,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,163,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,164,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,165,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Value Script (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,166,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,167,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,168,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S4802,169,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"WELLCARE PRESCRIPTION INSURANCE, INC.",WellCare,WellCare Extra (PDP),"WellCare Health Plans, Inc.",01/01/2006
S5450,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,803,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,804,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,805,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,806,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5450,807,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,"SECURITYCARE OF TENNESSEE, INC.",BlueScripts,BlueScripts (PDP),BlueCross BlueShield of Tennessee,01/01/2016
S5540,2,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Medicare Rx Standard (PDP),Blue Cross and Blue Shield of North Carolina,01/01/2006
S5540,4,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Medicare Rx Enhanced (PDP),Blue Cross and Blue Shield of North Carolina,01/01/2006
S5540,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Medicare Rx EGWP (PDP),Blue Cross and Blue Shield of North Carolina,01/01/2006
S5540,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Medicare Rx EGWP Value (PDP),Blue Cross and Blue Shield of North Carolina,01/01/2006
S5552,3,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HUMANA INSURANCE COMPANY OF NEW YORK,Humana,Humana Enhanced (PDP),Humana Inc.,01/01/2006
S5552,4,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HUMANA INSURANCE COMPANY OF NEW YORK,Humana,Humana Preferred Rx Plan (PDP),Humana Inc.,01/01/2006
S5552,5,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HUMANA INSURANCE COMPANY OF NEW YORK,Humana,Humana Walmart Rx Plan (PDP),Humana Inc.,01/01/2006
S5552,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HUMANA INSURANCE COMPANY OF NEW YORK,Humana,Humana Medicare Employer (PDP),Humana Inc.,01/01/2006
S5584,1,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Prescription Blue Select (PDP),Blue Cross Blue Shield of Michigan Mutual Ins. Co.,01/01/2006
S5584,2,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Prescription Blue Premium (PDP),Blue Cross Blue Shield of Michigan Mutual Ins. Co.,01/01/2006
S5584,5,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Prescription Blue Preferred (PDP),Blue Cross Blue Shield of Michigan Mutual Ins. Co.,01/01/2006
S5584,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Prescription Blue Employer Plan CY (PDP),Blue Cross Blue Shield of Michigan Mutual Ins. Co.,01/01/2006
S5584,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Prescription Blue Employer Plan non-CY (PDP),Blue Cross Blue Shield of Michigan Mutual Ins. Co.,01/01/2006
S5588,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Paramount Std. Prescription Drug Plan Empl (PDP),"Promedica Health System, Inc.",01/01/2006
S5588,803,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,PARAMOUNT INSURANCE COMPANY,Paramount Prescription Drug Plan,Paramount Enh. Prescription Drug Plan Empl (PDP),"Promedica Health System, Inc.",01/01/2006
S5593,2,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HM HEALTH INSURANCE COMPANY,Highmark Inc.,Blue Rx PDP Plus (PDP),Highmark Health,01/01/2006
S5593,3,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HM HEALTH INSURANCE COMPANY,Highmark Inc.,Blue Rx PDP Complete (PDP),Highmark Health,01/01/2006
S5593,801,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HM HEALTH INSURANCE COMPANY,Highmark Inc.,Blue Rx PDP Employer Group Calendar (PDP),Highmark Health,01/01/2006
S5593,802,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HM HEALTH INSURANCE COMPANY,Highmark Inc.,Blue Rx PDP Employer Group Non-Calendar (PDP),Highmark Health,01/01/2006
S5596,1,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,5,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,6,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,9,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,10,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,13,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,14,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,17,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,18,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,33,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue Cross MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,34,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue Cross MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,43,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Blue MedicareRx Value (PDP),Anthem Inc.,01/01/2006
S5596,44,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
S5596,46,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,56,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Standard (PDP),Anthem Inc.,01/01/2006
S5596,57,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,"ANTHEM INSURANCE COMPANIES, INC.",MediBlue Rx (PDP),Anthem Blue MedicareRx Plus (PDP),Anthem Inc.,01/01/2006
