"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Peritoneal adhesiolysis w/o CC/MCC ",0,0,179,0,0,0,828.1875,0,0,4068.15625,0,0,254.694444444444,0,0,1443,246.416666666667,0,0,0,1662.62777777778,342.774285714286,0,0,0,0,0,0,638.81,0,764.38,0,0,10449.8208333333,1425.32782608696,0,1334.42789473684,1178.323125,0,0,0,1172.835,2308.50666666667,921.213333333333,0,0,1376.355,2139.90166666667,0,0,194,1766.95666666667,2901,0,11784.2487280702
"Permanent cardiac pacemaker implant w CC",0,0,210,0,5753.95444444444,17353.233220339,1842.25,0,0,3675.529,0,4248.24763157895,406.723404255319,0,0,0,328,0,539.89,120,1225.32936507937,296.31,3229,0,5882.345,0,0,0,224.665,292.166666666667,716.48,0,1263,6096.48611111111,794.584166666667,0,1065.30411764706,1025.40955882353,0,0,1441.42,548.625,1531.90666666667,630.724583333333,544.5,581.583333333333,1357.23888888889,1174.76014705882,0,0,163.5,2116.04155555556,757.256428571429,0,7161.79022875817
"Permanent cardiac pacemaker implant w MCC",0,0,596,0,9075.985,20804.5556,1789,0,0,3844.68333333333,0,2861.5,352.930909090909,0,0,0,302,0,0,0,2394.95413793103,0,6072,0,2317.25,0,0,0,112.46,0,456.69,0,1092.01,4615.9,722.509,0,694.47,954.092068965517,0,0,0,440.5,2335.27833333333,826.75625,517.237142857143,719.284,1919.38481481481,2103.88827586207,2500.76,0,223,3041.05863636364,0,0,5310.37
"Permanent cardiac pacemaker implant w/o CC/MCC",0,0,221.25,0,9749.61428571429,16985.3606060606,1157.25,0,0,2621.28333333333,0,2307.956,321.67275862069,0,0,0,197.125,0,250,163.375,916.409534883721,0,3518.13,0,4727.5,0,0,0,112.46,238,0,0,0,8212.91272727273,732.414545454545,0,804.79,834.530444444444,0,0,0,490.5,2998.57666666667,463.605,481.54,0,1381.11738095238,695.175777777778,0,0,195,2457.75666666667,637.43875,0,9017.70272727273
"Pleural effusion w CC",0,0,504.583333333333,0,0,1920,1390.75,0,0,3248.13833333333,492.65,1994.52166666667,410.386,0,0,0,524.5,1472,0,0,1998.8658974359,278.182,2656.94,0,0,0,0,0,603.7275,0,984.11,0,1627.42,2331.53,1431.505,0,552.226666666667,1271.48272727273,0,0,1536.77,459,1063.62375,630.070588235294,564.554285714286,388.525,1182.9585,1162.99181818182,0,0,414.063333333333,2010.605,2292.43333333333,0,2883.75666666667
"Pleural effusion w MCC ",0,0,653.55,0,0,1933.66666666667,1279.92857142857,0,0,3388.6476,411.971666666667,3178.52333333333,283.044090909091,0,0,0,695.75,778.36,0,0,2102.24314285714,382.64,0,0,0,0,0,0,1935.192,0,1106.59285714286,0,1550.91,2263.04294117647,1893.01333333333,0,691.946666666667,1243.80454545455,0,0,1181.35333333333,799.178571428571,1837.79647058824,510.580714285714,543.312857142857,598.17,1243.4647826087,2166.1875,625.19,0,641.47,1449.95814814815,550,0,2954.98960784314
"Pleural effusion w/o CC/MCC ",0,0,0,0,0,1675,860,0,0,2224.105,367.32,2174.86,135.5,0,0,0,0,0,0,0,1864.813,558.916666666667,4079.57,0,0,0,0,0,545.5,0,934.3475,0,0,2225.898,0,0,625.22,1014.3875,0,0,0,0,0,691.953333333333,0,0,704.194,1838.91714285714,0,0,388,2365.95285714286,800.833333333333,0,2851.118
"Pneumothorax w CC",0,0,0,0,0,0,229.333333333333,0,0,6745.11681818182,537.065,2238.405,287.251176470588,0,0,0,195.5,972.95,0,0,655.380952380952,586.086666666667,0,0,0,0,138.915,0,296.7525,0,132,0,1011.5,3505.128,1042.866,0,1814.19,1934.02021276596,744,0,1263.3,471.888888888889,2557.72071428571,478.552631578947,628.475,663,1293.5345,1079.54581395349,0,4472.3,968,4111.15785714286,1640.965,0,5319.318
"Pneumothorax w MCC",0,0,0,0,0,0,2678,0,0,5666.691875,0,2193.40666666667,242.832222222222,0,0,0,589,0,0,0,1715.80857142857,0,4849,0,0,0,0,0,292.193333333333,0,576,0,1239,2578.17166666667,847.78,0,825.623333333333,2265.04090909091,0,0,2064.4,266.666666666667,2347.90933333333,619.646363636364,675.794,1114,1255.578125,2499.4835,0,5366.76,428.5,4344.09,0,0,3403.795
"Pneumothorax w/o CC/MCC",0,0,177.666666666667,0,0,0,377.285714285714,0,0,1961.658,114.84,0,245.864166666667,0,0,0,135.5,0,0,198,737.102142857143,664.28,0,0,0,0,0,0,188.23,0,0,0,0,3731.895,292.27,0,596.8,1553.8836,0,0,0,619.166666666667,970.193333333333,561,0,0,988.406923076923,576.502916666667,0,0,130,2760.55142857143,850.5,0,4328.695
"Poisoning & toxic effects of drugs w MCC",0,0,600.5,0,10082.43,3877.338,1545.15583333333,852,0,3101.40611111111,129,2527.74571428571,1071.65103174603,0,0,1671,484.583333333333,0,0,366.333333333333,2672.00670658683,119.88,3403.955,0,7293.34,0,0,0,1013.06947368421,1271.51,947.8825,0,1052.314,3414.09714285714,0,0,1745.73,754.192424242424,0,0,1920.77,543.583658536585,3051.93343137255,1215.16625,873.971764705882,733.957142857143,895.725487804878,2511.90185185185,3362.64666666667,0,216.142857142857,2498.0325,758.04,0,5159.82714285714
"Poisoning & toxic effects of drugs w/o MCC",0,150,504.4375,0,5695,1942.33333333333,1977.85576923077,0,0,2149.24277777778,0,2070.43571428571,413.85050955414,0,0,0,355.470588235294,0,0,953.5,1631.41152073733,338.02,5364.17444444444,0,0,0,0,0,649.023076923077,724.5,696.333333333333,0,1203.06333333333,2213.175,643,0,2040,472.559459459459,1206,0,1061.8,622.622121212121,1769.31435897436,626.740967741935,586.16,1525.29,554.453448275862,1395.49449704142,604.09,0,276.75,2048.66897058824,996.427777777778,0,4253.175
"Postoperative & post-traumatic infections w MCC",0,0,821.796875,0,0,1980,1165.671875,0,0,4646.8368,0,1713.585,282.845714285714,0,0,0,592.211538461538,0,0,652.25,1943.14149253731,1880.62,4660.45,0,1923.33833333333,0,0,0,2448.49,0,1052.31411764706,0,985.596,3490.61382978723,1173.31285714286,0,1180.282,962.342040816327,0,0,1653.04285714286,706.065789473684,2327.30428571429,1057.54529411765,780.286,652.415,825.356428571429,3332.66026666667,4938.22,3020.535,267.833333333333,2550.43125,619.13,0,4670.89582978723
"Postoperative & post-traumatic infections w/o MCC",0,0,620,0,0,0,352.833333333333,0,0,4020,0,0,444.472,0,0,0,323.25,0,0,0,1161.08233333333,204.683333333333,4613.352,0,1941.03,0,0,0,302.645,0,716.983333333333,0,801.07,3700.1295,1089.8175,0,1057.96272727273,680.902857142857,6813.96,0,2064.4,607.777777777778,2118.28333333333,827.776875,736.208,450.75,890.184375,2000.94875,0,3769.51,292,2288.8252,1043.298,0,4758.09222727273
"Postoperative or post-traumatic infections w O.R. proc w CC",0,0,852.5,0,0,0,529.6,0,0,4477.23538461538,0,0,633.75,0,0,0,466,0,0,283,2397.77289473684,686.096,7353.00333333333,0,0,0,0,0,0,0,503.6,0,760,15308.1822857143,1895.21962962963,0,2562.59275862069,688.4216,0,0,3637.9,2025.54,1433.858,1292.766875,801.863333333333,0,2156.27266666667,3994.0005,0,20572.58,674,2447.53882352941,495.63,0,17870.775044335
"Postoperative or post-traumatic infections w O.R. proc w MCC",0,0,927,0,0,0,994,0,0,5663.5035,0,2720.718,662.076,0,0,0,496.5,0,0,915,3810.448125,566.726666666667,4667.59285714286,0,5889.76666666667,0,0,0,0,188,509.553333333333,0,1009.28,11111.0553571429,984.118421052632,0,1808.1764,1584.73565217391,0,0,2418.49333333333,664.377142857143,10700.404,1801.21722222222,871.99,519.463333333333,2323.90772727273,5829.5784375,1615.82666666667,7219.57,627,3220.2825,1978.5,0,12919.2317571429
"Postoperative or post-traumatic infections w O.R. proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,7548.16,0,0,0,0,0,0,0,0,0,0,1549.68454545455,0,0,0,0,0,0,0,0,0,580,0,0,6896.82363636364,1102.459,0,1095.014,595.405,0,0,1039.4,0,0,528.398,0,450.75,1202.735,1883.13636363636,0,0,504,2843.69,176.25,0,7991.83763636364
"Postpartum & post abortion diagnoses w O.R. procedure",0,0,0,0,0,0,632.75,0,0,8014.12,0,0,200,0,0,0,224.25,0,0,953.5,2020.49352941176,225.215,3456.1,0,0,0,0,0,0,0,1023.03428571429,0,928.96,8820.69615384615,1187.90833333333,2986.582,1194.42785714286,1229.464,8306.78,0,1505.71666666667,637.09,9532.4,3770.69,3262.75,4131.59,821.07375,1775.5665,0,3513.95,110,1932.5525,1173.38,0,10015.124010989
"Postpartum & post abortion diagnoses w/o O.R. procedure",0,0,725,2397.01,0,0,384.75,0,0,3635.08857142857,0,2312.17,824.313333333333,0,0,0,258,0,0,2170,930.658727272727,325.253333333333,4555.025,0,0,0,0,0,419.23,0,983.84,0,993.393333333333,3128.83666666667,686.6825,2303.09,174,390.21625,0,0,2302.45,940.5,356.16,0,0,0,411.94375,586.931333333333,0,244.89,1573,2194.0962962963,843.995,0,3302.83666666667
"Prematurity w major problems ............ ",0,458.567272727273,209.916666666667,0,0,0,1095.78571428571,0,506.688461538462,0,0,3173.058,8485.59625,0,0,0,215.2,0,0,251.631666666667,1566.03204545455,713.82,3451,0,0,0,0,0,517.663448275862,0,1281.28954545455,0,1886.805,2059.0464516129,0,0,1506.12,2505.00363636364,0,0,2476.45375,0,5003.35316666667,385.37,1571.10375,2147.04875,409.864516129032,4373.96648148148,0,0,222.466666666667,1799.155,0,0,3565.1664516129
"Prematurity w/o major problems ......... ",0,377.347166666667,258,0,0,0,453.027777777778,0,463.429318181818,0,0,3900.38333333333,5424.0325,0,0,0,213.2,0,0,235.1875,714.390423280423,0,1759.07,0,0,0,0,0,525.120217391304,0,863.959230769231,0,0,530.941,0,0,0,848.943725490196,0,0,0,243.22,1597.83604166667,0,1148.51333333333,1323.91,243.613225806452,879.920141843972,0,0,642.95,0,0,0,530.941
"Prostatectomy w CC ",0,0,0,0,0,1951,263,0,0,1931.365,0,0,553.333333333333,0,0,0,0,0,0,0,3398.79666666667,263.493333333333,0,0,1827.71,0,0,0,0,0,1849.93,0,1010,10768.1333333333,2827.66666666667,0,882.666666666667,390.955,0,0,0,0,0,0,0,0,2138,2270.80333333333,0,0,0,929.18,0,0,11650.8
"Prostatectomy w MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.39,0,0,0,0,0,0,0,0,0,655.77,0,0,0,1066.41,0,855.75,0,0,0,0,0,0,0,0,0,0,877.69,0,4727.86,0,3389.67,775.5,0,855.75
"Prostatectomy w/o CC/MCC",0,0,0,0,0,0,214,0,0,0,0,0,191.62,0,0,0,0,0,0,0,452.81,394.42,0,0,0,0,0,0,209.81,0,149,0,0,12423.828,1069.75,0,1194,2026.95,0,0,0,0,2236.48,226,0,0,1039.91,1467.6775,0,0,0,1079,0,0,13617.828
"Psychoses ",0,0,497,0,0,1670.5,463.666666666667,0,0,2772.56784810127,114.84,2169.96692307692,391.755580110497,0,9784.87361702128,0,0,0,1423.865,198,1048.00965129359,470.7625,4219.91595238095,388,5314.70333333333,0,0,178,246.975,213,834.383913043478,0,1124.6725,1623.31,5415.22583333333,0,2297.91666666667,596.926692913386,0,0,0,544.40625,3750.15265625,950.413764705882,740.873949579832,1056.07619047619,1503.2935,3108.51863013699,10207.6766666667,2351.29,202,1575.6337962963,2926.98444444444,0,3921.22666666667
"Pulmonary edema & respiratory failure ",0,0,540.127551020408,0,6930.218,1820.45756756757,1397.61666666667,921.333333333333,0,2794.300375,306.04,2207.91333333333,347.498150134048,2477.99,0,2012.5,493.646551724138,0,0,476.916666666667,2121.61130872483,453.580277777778,4097.3925,0,3602.33304347826,0,186,0,933.049262672811,657.956666666667,808.787941176471,0,1144.97666666667,3024.581,725.408333333333,0,1077.25285714286,555.716622073579,10579.2225,480,1294.32,531.29112244898,3597.93628626692,673.176083333333,587.81,786.636060606061,1126.56013422819,1936.70427899687,2154.40820512821,2581.902,242.181,2799.08691871456,1287.12470588235,0,4101.83385714286
"Pulmonary embolism w MCC",0,0,482,0,10320.085,1817.11642857143,992.58,584,0,3609.71,947.69,2435.81959459459,352.748194444444,0,24192.21,2349,539.28125,0,0,436.5,2200.43263157895,1173.084,5000,0,4290.4225,0,0,189,721.18,267.333333333333,712.288181818182,0,1171.842875,2762.09333333333,12846.56,0,2865.045,535.743033707865,3679.13,0,856.4875,395.363636363636,1134.44978723404,796.8086,954.566666666667,766.513333333333,1120.55677419355,4419.808828125,0,0,323.333333333333,2154.63584158416,733.25,0,5627.13833333333
"Pulmonary embolism w/o MCC",0,0,437.833333333333,0,0,1990.56076923077,911.766,0,0,3255.94557575758,228.64,2190.6302247191,362.684130434783,0,0,0,678.157407407407,0,0,595.166666666667,1528.02388349515,576.948,4985.56,0,2524.32636363636,371,0,0,557.138108108108,967.243333333333,786.441153846154,0,1139.88808695652,4079.87,436.603333333333,0,1326.64,517.417733333333,0,0,1632.80625,491.258510638298,837.152352941176,645.509642857143,546.914285714286,721.662222222222,854.976875,1130.07420289855,0,0,166.153846153846,1766.57,1152.503125,0,5406.51
"Radiotherapy ....................................... ",0,0,0,0,0,0,0,0,0,2461.53,0,0,0,0,0,0,0,0,0,0,1000.465,0,5000,0,0,0,0,0,0,0,0,0,1094.05,8500.64,847.78,0,1129.59,0,33609.785,0,1039.4,0,0,0,0,0,0,747.045,0,0,0,0,0,0,9630.23
"Rectal resection w CC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409.9875,962.956,0,0,0,0,0,0,0,0,0,0,0,20386.684,1546.826,0,3041.146,0,0,0,0,429.74,0,1263.385,1316.49,0,2240.552,2298.34,0,0,0,0,0,0,23427.83
"Rectal resection w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,228.47,467.015714285714,0,0,0,0,0,0,0,0,0,0,0,11078.71375,1042.39428571429,0,2152.11,898.2,0,0,0,0,0,469.99,0,0,1745.438,821.8375,0,0,0,0,0,0,13230.82375
"Red blood cell disorders w MCC",0,0,899.714285714286,0,13461.93,1264.33333333333,1504.95,0,0,3352.29535714286,0,2397.26952380952,323.868958333333,0,0,2498.74875,614.833333333333,0,0,1054.61363636364,2680.218,1981.875,5274.48,0,2073.68,123.5,0,0,749.562307692308,544.94,1109.927,0,1110.16545454545,3520.25833333333,1197.29363636364,0,1309.93,736.591960784314,0,0,2578.58472972973,424.166666666667,1328.4224,727.381111111111,467.560666666667,1021.08,1039.82857142857,3337.49782608696,3722.09,4408.75,278.555555555556,1955.8573015873,942.4,0,4830.18833333333
"Red blood cell disorders w/o MCC",0,0,299,0,11075.1,1913.85714285714,989.973684210526,0,0,3083.86511627907,0,1961.518,299.465294117647,0,0,4333.204,443.661764705882,243.2375,0,1170.16666666667,2113.07548571429,784.69875,2985,0,8278.07,242.5,233,0,431.073333333333,480.333333333333,876.201333333333,0,939.345714285714,2425.92931034483,1029.17277777778,0,818.327777777778,485.484761904762,0,478.6,2216.3775308642,425.019375,955.6835,612.517169811321,525.147333333333,724.55,563.3564,1540.38541935484,0,0,637.9,1896.19503448276,778.72652173913,0,3244.25708812261
"Rehabilitation w CC/MCC ",0,0,214,0,0,0,559.166666666667,0,0,4047.44307692308,0,2312.17,236,0,0,0,0,0,1705.95,0,1329.19642857143,2064.20666666667,3756.39,0,0,0,0,0,129.33,0,1278.66,0,979.536666666667,2825.766,753.81,0,0,1013.57666666667,0,0,731.44,828,738.08,9142.2237254902,7959.81914893617,2629.15380952381,841.813333333333,10454.4033333333,2250.69,0,470,2582.54285714286,2586.22,0,2825.766
"Rehabilitation w/o CC/MCC ",0,0,0,0,0,0,372,0,0,3144.646,0,0,0,0,0,0,0,0,863.82,0,384.006923076923,0,3451,0,0,0,0,0,0,0,535,0,897,951.55,0,0,0,798.26,0,0,0,0,1031.08,5784.4625,4917.748,1869.53642857143,0,2980.30315789474,0,0,0,3015.07,2256,0,951.55
"Renal failure w CC",0,0,534.28,0,0,1737.55,1209.36279069767,1097,0,2748.988203125,241.08,1969.08714285714,304.594786729858,0,0,3165,376.033333333333,194.59,0,560.6875,1686.40419354839,797.58625,3310.70285714286,0,4404.02125,361,100.3,0,449.717037037037,680.274,809.365229357798,0,1260.14,3420.0503125,1336.09666666667,0,637.468333333333,520.759703389831,0,660,1471.13538461538,522.418295454546,1039.50541666667,641.749034090909,568.91131147541,806.984736842105,735.216615384615,1469.89442136499,3651.855,0,181.111111111111,2019.3705015674,1056.275,0,4057.51864583333
"Renal failure w MCC",0,0,595.076923076923,0,2237.67,1889.31666666667,1461.89631578947,144,0,3077.20617977528,972.16,2316.400625,314.279555555556,1313,0,1388,510.634615384615,0,0,953.5,2528.51945273632,819.64125,2982.60571428571,0,3536.31625,0,237,0,484.6584,480.666666666667,821.162428571429,0,1148.2728,3572.8780952381,716.353333333333,0,609.09,670.504166666667,7027,330,1698.89607142857,450.610444444444,2016.56378378378,736.439583333333,628.506136363636,862.543333333333,1177.43306930693,2186.55723958333,2776.9412,0,256.266666666667,1878.8451552795,1376.60125,0,4181.96809523809
"Renal failure w/o CC/MCC ",0,0,619,0,0,1899,1004.06818181818,0,0,2169.01538461538,0,1985.69625,305.286097560976,0,0,0,297.791666666667,0,0,283,1348.98428571429,0,2772.82,0,4102,0,125.06,0,222.378333333333,0,704.871538461538,0,996.852857142857,1914,0,0,0,527.976444444444,0,0,1066.48,659.75,548.4575,621.49625,529.707,804.898,568.528695652174,638.336037735849,1229.28,1004.69,195,1575.48823529412,991.2,0,1914
"Respiratory infections & inflammations w CC",0,0,955.678571428571,0,0,1955,1237.20730769231,0,0,3128.5825,0,2109.81235294118,311.810126582278,0,0,2634.37,482.375,194.59,0,580.5,1946.46946859903,771.793571428571,3417.66666666667,0,4975.5,0,0,0,630.804130434783,238,410.525882352941,0,1149.90777777778,2558.67175438596,914.094444444444,0,734.707272727273,742.974334975369,0,0,2566.53333333333,779.84475,4681.22988304094,769.306307692308,952.082777777778,788.007843137255,1032.58791411043,5855.5119266055,0,3499.70714285714,169,1594.97702970297,2360.02333333333,0,3293.37902711324
"Respiratory infections & inflammations w MCC",0,0,806.442307692308,0,0,1937.16666666667,1351.85354166667,0,0,3004.98680851064,550.98,1951.92966666667,319.16873015873,0,0,3354.5,491.951388888889,0,0,573.5,2572.06238888889,629.252727272727,3263,0,1864.5,0,0,0,963.345897435897,0,556.21,0,1127.40066666667,2360.75518518519,1161.974,0,846.59,782.825157894737,14548,0,2026.903,589.667966101695,5009.41842519685,742.968717948718,700.169393939394,935.615942028986,1635.01045454545,5001.95104477612,0,4154.0725,187.993333333333,1646.58846153846,1848.5,0,3207.34518518519
"Respiratory infections & inflammations w/o CC/MCC",0,0,392,0,0,1899,505,0,0,2632.28296296296,121.92,2341.72333333333,411.916111111111,0,0,1970,384.5,0,0,0,1330.30632183908,350.117692307692,2200,0,0,0,0,0,548.276595744681,0,483.581071428571,0,897,3364.24259259259,1068.71736842105,0,968.227272727273,708.3572,0,0,0,564.681428571429,4275.5284057971,550.430555555556,563.042857142857,732.677647058823,886.673432835821,6851.41158536585,0,3279.27222222222,278.333333333333,1448.61151515152,1427,0,4332.46986531987
"Respiratory neoplasms w CC ",0,0,376,0,0,1933.66666666667,1089.625,0,0,4564.69485714286,355.601818181818,2695.216,279.13962962963,0,0,2032,314.75,648.633333333333,0,0,1813.19294117647,653.7625,6455.59222222222,0,2147,642.666666666667,0,0,342.84,0,664.54,0,1120.35,4539.33888888889,847.78,0,606.01,821.277441860465,24649.52,0,2574.24333333333,504.870625,954.023125,536.8,676.557142857143,657.866,1010.6762962963,1699.03769230769,0,0,180,1721.29680851064,896.75,0,5145.34888888889
"Respiratory neoplasms w MCC",0,0,492.571428571429,0,0,1951,1339.91666666667,680,0,3939.92608695652,381.65375,1902.75,250.685609756098,1948.63,0,0,596.227272727273,583.77,0,1597.375,1729.0703030303,1314.15888888889,4346.70384615385,0,5532.665,474,0,0,574.307142857143,238,632.897142857143,0,1117.595,3447.00916666667,680.1875,0,564.046666666667,1037.53983050847,13253.7691666667,0,1192.3,802.354166666667,2334.77444444444,740.933448275862,600.333333333333,985.947142857143,1798.12595744681,3013.50544117647,0,4536.19,346.838,1815.92553571429,6401.49333333333,0,4011.05583333333
"Respiratory neoplasms w/o CC/MCC ",0,0,0,0,0,0,0,0,0,7691.97,114.84,2312.17,104,0,0,0,0,0,0,0,1332.38,2691.38,0,0,1861,0,0,0,0,0,0,0,0,2217.33,0,0,0,348.82,0,0,2250,158,0,350.34,0,0,196.35,647.976666666667,0,0,0,546.5,0,0,2217.33
"Respiratory signs & symptoms ",0,0,729.583333333333,0,0,1595,1288.78571428571,720,0,2648.31695652174,779.1,2113.80615384615,324.7390625,0,0,1820.5,701.666666666667,0,0,1746,1511.25523809524,996.83,0,0,4507.70166666667,0,0,0,476.593846153846,745.8325,903.55,0,973.44,2439.445,558.133333333333,0,380,507.852678571429,0,0,5019.75,546,1431.90972972973,595.750769230769,568.983333333333,1110.896,841.001333333333,1159.36203703704,0,4376.465,372,1550.695,1189.502,0,2819.445
"Respiratory system diagnosis w ventilator support 96 hours",0,0,681.95,0,7149.95333333333,1815.60736842105,2507.42666666667,446,0,3999.41588235294,367.32,2193.32,759.52125,1156.99,0,0,625.235294117647,0,0,851.333333333333,3660.8712,482.337272727273,5954.01888888889,0,4697.49625,0,0,0,2831.67774193548,501.476666666667,740.781111111111,0,1001.78375,2154.60714285714,831.775714285714,0,1523.905,1112.60858108108,2493.23,0,1512.00230769231,678.970588235294,7468.96985507246,1087.75650793651,680.238181818182,1038.41837209302,1260.58427184466,3636.97550632911,1825.2425,5588.22444444444,599.413,3641.71650485437,213.63,0,3678.51214285714
"Respiratory system diagnosis w ventilator support 96+ hours",0,0,1171.78125,0,0,2908.4,5151.5,0,0,4075.8936,367.32,2678.43615384615,376.336388888889,0,0,1671,1397.10714285714,0,0,660.833333333333,7365.99739130435,817.25,12119.96,0,1311,0,237.9,0,9276.09,0,814.788947368421,0,1121.20714285714,4860.10277777778,569.99,0,1983.14,3402.55326530612,0,0,1923.19,662.238333333333,21514.8604761905,1425.68074074074,987.92,1253.0208,2430.5288372093,13058.5793877551,2668.69,3708.065,1652.065,2880.48285714286,352.5,0,6843.24277777778
"Reticuloendothelial & immunity disorders w CC",0,0,494.75,0,0,5093,949.1875,0,0,5082.89357142857,0,2723.93571428571,239.05,3030.92,0,0,449.333333333333,0,0,562.125,2209.33363636364,2239.81,4763,0,2671.73,0,0,0,1167.615,0,729.49375,0,1433.01666666667,3489.6475,0,0,0,634.779473684211,0,0,5292.4,807.4375,1101.10666666667,821.346363636364,1252.54,391.755,808.682222222222,2200.82142857143,0,0,194,2168.33944444444,1128,0,3489.6475
"Reticuloendothelial & immunity disorders w MCC",0,0,365,0,0,1951,1373.5,0,0,5439.264,0,2291.11,761.548571428571,5560.04,0,0,895,0,0,915,4174.3725,2735.695,7567.75,0,0,0,0,0,155.01,0,840.16,0,0,2991.6,0,0,0,916.868,0,0,2785.44333333333,525,5850.69,544.65,522.706666666667,2202,2715.955,2183.575,0,3066.72,0,1689.61,0,0,2991.6
"Reticuloendothelial & immunity disorders w/o CC/MCC",0,0,0,0,0,0,480.5,0,0,6001.735,0,1998,398,0,0,0,345,0,0,283,1167.40928571429,0,1736,0,0,0,0,0,235,0,789.5,0,617,2720.91,0,0,0,837.44125,0,0,634,404.666666666667,0,632,0,0,238.318,514.993636363636,0,0,229,3520.21461538462,564,0,2720.91
"Revision of hip or knee replacement w CC",0,0,525.333333333333,0,0,1951,245.333333333333,0,0,2422.302,0,0,283.7275,0,0,0,102,0,0,0,2171.80789473684,235.987,5934,0,0,0,0,0,138.5,0,465.696666666667,0,1094.05,17441.2275438596,1531.00927272727,0,2729.74754385965,1125.44055555556,0,0,2489.85136363636,200,341.157142857143,1154.25192982456,608.3415,1309.095,4818.68285714286,2588.09192982456,0,0,505.727272727273,2380.615,0,0,20170.9750877193
"Revision of hip or knee replacement w MCC",0,0,183,0,0,0,1157,0,0,3930.58428571429,0,2375.715,192.1225,0,0,0,0,0,0,0,4057.088,681.153333333333,0,0,0,0,0,0,0,0,505.625,0,0,21618.164,1320.71125,0,2648.389,2353.188,0,0,1909.58333333333,0,2756.03,1563.34555555556,586.17,779.01,2242.399,2958.212,0,0,462,5045.13714285714,0,0,24266.553
"Revision of hip or knee replacement w/o CC/MCC",0,0,489,0,0,0,248.5,0,0,2484.16,0,2227.495,345.583333333333,0,0,0,0,0,0,0,1127.69928571429,342.108333333333,0,0,5849,0,0,0,546.5,238,411.1,0,0,15271.390877193,1577.68660714286,0,1848.42178571429,568.4875,2098.57,0,1040.83333333333,202.5,260.25,855.724561403509,464.64,0,5338.63135135135,1966.4949122807,0,0,538.933571428571,1068.48,0,0,17119.8126629073
"Seizures w MCC",0,0,518.666666666667,0,0,1774.43833333333,1957.77,0,0,4151.83422222222,0,2118.058,7035.38671875,0,0,0,674.458333333333,0,0,0,2779.73097222222,353.258571428571,4897.41852941177,0,3309.83,0,0,0,3021.692,1140.86,1047.18555555556,0,5238.75857142857,2137.72142857143,0,0,0,762.250909090909,0,0,3388.21,811.214285714286,4670.30838709677,815.67225,540.3072,859.472692307692,940.6628,3532.91985915493,1451.74333333333,0,768.6,2510.39518518519,1154.70428571429,0,2137.72142857143
"Seizures w/o MCC",0,0,374.055555555556,0,0,1938.6,1360.29761904762,0,0,2657.09791044776,0,2089.05352941176,5297.09839449541,1179.25666666667,0,0,350.5,0,0,486.666666666667,1253.63368821293,497.29,4378.07382022472,0,3463.13666666667,0,169.74,0,444.019090909091,1025.53,654.151666666667,0,1118.20764705882,1383.084,794.590909090909,0,1334.63166666667,504.798130841122,7552,0,780.75,610.011454545455,1349.05257142857,556.1625,537.801739130435,861.3664,681.825,1068.36813852814,0,5941.77,158.25,2342.17595744681,1251.9953125,0,2717.71566666667
"Septic arthritis w CC ",0,0,669.5,0,0,1899,288.5,0,0,1721.31333333333,0,1654.07333333333,238.0625,0,0,0,572,0,0,0,2379.19357142857,343.45,4635.24833333333,0,0,0,0,0,0,0,963.666666666667,0,634.365,4976.12888888889,1130.336,0,682.775,1185.79363636364,0,0,1241.9,558.6,127,589.936666666667,974.5,0,2340.09,3805.54285714286,0,0,183,1869.63636363636,0,0,5658.90388888889
